timestamp,db,query,t_first,t_second
2024-12-04T14-41-48,tpch-sf1,PRAGMA tpch(20);,0.025999069213867188,0.023000001907348633
2024-12-04T14-41-48,tpch-sf1,PRAGMA tpch(21);,0.08799958229064941,0.08600020408630371
2024-12-04T14-41-49,tpch-sf1,PRAGMA tpch(22);,0.039999961853027344,0.031001806259155273
2024-12-04T14-41-49,tpch-sf3,PRAGMA tpch(1);,0.07399797439575195,0.0650014877319336
2024-12-04T14-41-49,tpch-sf3,PRAGMA tpch(2);,0.03899955749511719,0.037000417709350586
2024-12-04T14-41-49,tpch-sf3,PRAGMA tpch(3);,0.08799934387207031,0.0670003890991211
2024-12-04T14-41-49,tpch-sf3,PRAGMA tpch(4);,0.0670022964477539,0.0729970932006836
2024-12-04T14-41-49,tpch-sf3,PRAGMA tpch(5);,0.06199526786804199,0.061011552810668945
2024-12-04T14-41-49,tpch-sf3,PRAGMA tpch(6);,0.014999866485595703,0.013000249862670898
2024-12-04T14-41-49,tpch-sf3,PRAGMA tpch(7);,0.06399917602539062,0.06300210952758789
2024-12-04T14-41-49,tpch-sf3,PRAGMA tpch(8);,0.05600094795227051,0.04899907112121582
2024-12-04T14-41-50,tpch-sf3,PRAGMA tpch(9);,0.17500042915344238,0.18000054359436035
2024-12-04T14-41-50,tpch-sf3,PRAGMA tpch(10);,0.10999917984008789,0.09600043296813965
2024-12-04T14-41-50,tpch-sf3,PRAGMA tpch(11);,0.011998414993286133,0.01200246810913086
2024-12-04T14-41-50,tpch-sf3,PRAGMA tpch(12);,0.03600049018859863,0.036000967025756836
2024-12-04T14-41-50,tpch-sf3,PRAGMA tpch(13);,0.16900014877319336,0.15801095962524414
2024-12-04T14-41-51,tpch-sf3,PRAGMA tpch(14);,0.03498697280883789,0.04301142692565918
2024-12-04T14-41-51,tpch-sf3,PRAGMA tpch(15);,0.022988319396972656,0.023000478744506836
2024-12-04T14-41-51,tpch-sf3,PRAGMA tpch(16);,0.07300043106079102,0.07699918746948242
2024-12-04T14-41-51,tpch-sf3,PRAGMA tpch(17);,0.05599641799926758,0.05399966239929199
2024-12-04T14-41-51,tpch-sf3,PRAGMA tpch(18);,0.15900087356567383,0.15799975395202637
2024-12-04T14-41-51,tpch-sf3,PRAGMA tpch(19);,0.06499814987182617,0.06599783897399902
2024-12-04T14-41-51,tpch-sf3,PRAGMA tpch(20);,0.0429987907409668,0.043000221252441406
2024-12-04T14-41-51,tpch-sf3,PRAGMA tpch(21);,0.19300103187561035,0.21200013160705566
2024-12-04T14-41-52,tpch-sf3,PRAGMA tpch(22);,0.04299736022949219,0.0410006046295166
2024-12-04T14-41-52,tpch-sf10,PRAGMA tpch(1);,0.24099946022033691,0.20499920845031738
2024-12-04T14-41-53,tpch-sf10,PRAGMA tpch(2);,0.10700058937072754,0.0989997386932373
2024-12-04T14-41-53,tpch-sf10,PRAGMA tpch(3);,0.180999755859375,0.15700030326843262
2024-12-04T14-41-53,tpch-sf10,PRAGMA tpch(4);,0.19099855422973633,0.1509997844696045
2024-12-04T14-41-53,tpch-sf10,PRAGMA tpch(5);,0.17000079154968262,0.1569995880126953
2024-12-04T14-41-54,tpch-sf10,PRAGMA tpch(6);,0.04000091552734375,0.0409998893737793
2024-12-04T14-41-54,tpch-sf10,PRAGMA tpch(7);,0.1849992275238037,0.18000149726867676
2024-12-04T14-41-54,tpch-sf10,PRAGMA tpch(8);,0.19300007820129395,0.18999862670898438
2024-12-04T14-41-55,tpch-sf10,PRAGMA tpch(9);,0.6679999828338623,0.6530005931854248
2024-12-04T14-41-56,tpch-sf10,PRAGMA tpch(10);,0.41499972343444824,0.3709993362426758
2024-12-04T14-41-57,tpch-sf10,PRAGMA tpch(11);,0.03600001335144043,0.03600025177001953
2024-12-04T14-41-57,tpch-sf10,PRAGMA tpch(12);,0.10299897193908691,0.10099983215332031
2024-12-04T14-41-57,tpch-sf10,PRAGMA tpch(13);,0.6259987354278564,0.622999906539917
2024-12-04T14-41-58,tpch-sf10,PRAGMA tpch(14);,0.12900161743164062,0.1009974479675293
2024-12-04T14-41-58,tpch-sf10,PRAGMA tpch(15);,0.0729987621307373,0.06999969482421875
2024-12-04T14-41-59,tpch-sf10,PRAGMA tpch(16);,0.16199946403503418,0.1360001564025879
2024-12-04T14-41-59,tpch-sf10,PRAGMA tpch(17);,0.2669987678527832,0.2689998149871826
2024-12-04T14-41-59,tpch-sf10,PRAGMA tpch(18);,0.5660006999969482,0.560999870300293
2024-12-04T14-42-01,tpch-sf10,PRAGMA tpch(19);,0.18700695037841797,0.1849966049194336
2024-12-04T14-42-01,tpch-sf10,PRAGMA tpch(20);,0.15700054168701172,0.17799925804138184
2024-12-04T14-42-01,tpch-sf10,PRAGMA tpch(21);,0.5329985618591309,0.5359997749328613
2024-12-04T14-42-02,tpch-sf10,PRAGMA tpch(22);,0.10799908638000488,0.10700035095214844
2024-12-04T14-42-03,tpch-sf30,PRAGMA tpch(1);,0.7239987850189209,0.6229994297027588
2024-12-04T14-42-04,tpch-sf30,PRAGMA tpch(2);,0.2669992446899414,0.2479996681213379
2024-12-04T14-42-05,tpch-sf30,PRAGMA tpch(3);,0.6249985694885254,0.5350003242492676
2024-12-04T14-42-06,tpch-sf30,PRAGMA tpch(4);,0.5239982604980469,0.43000006675720215
2024-12-04T14-42-07,tpch-sf30,PRAGMA tpch(5);,0.6249988079071045,0.5559999942779541
2024-12-04T14-42-08,tpch-sf30,PRAGMA tpch(6);,0.12099862098693848,0.11900043487548828
2024-12-04T14-42-08,tpch-sf30,PRAGMA tpch(7);,0.6419997215270996,0.6339991092681885
2024-12-04T14-42-10,tpch-sf30,PRAGMA tpch(8);,0.6089990139007568,0.6220014095306396
2024-12-04T14-42-11,tpch-sf30,PRAGMA tpch(9);,2.597999334335327,2.936000108718872
2024-12-04T14-42-16,tpch-sf30,PRAGMA tpch(10);,2.7460155487060547,2.684999942779541
2024-12-04T14-42-22,tpch-sf30,PRAGMA tpch(11);,0.11999988555908203,0.1099996566772461
2024-12-04T14-42-22,tpch-sf30,PRAGMA tpch(12);,0.3280003070831299,0.32399892807006836
2024-12-04T14-42-23,tpch-sf30,PRAGMA tpch(13);,4.4069976806640625,4.423000335693359
2024-12-04T14-42-31,tpch-sf30,PRAGMA tpch(14);,0.5030021667480469,0.45401573181152344
2024-12-04T14-42-32,tpch-sf30,PRAGMA tpch(15);,0.3409910202026367,0.34399938583374023
2024-12-04T14-42-33,tpch-sf30,PRAGMA tpch(16);,0.6349995136260986,0.641000509262085
2024-12-04T14-42-34,tpch-sf30,PRAGMA tpch(17);,0.6399991512298584,0.6429996490478516
2024-12-04T14-42-36,tpch-sf30,PRAGMA tpch(18);,3.052002429962158,3.191998243331909
2024-12-04T14-42-42,tpch-sf30,PRAGMA tpch(19);,0.6820085048675537,0.6979968547821045
2024-12-04T14-42-43,tpch-sf30,PRAGMA tpch(20);,0.7629892826080322,0.757000207901001
2024-12-04T14-42-45,tpch-sf30,PRAGMA tpch(21);,1.9380004405975342,1.9189999103546143
2024-12-04T14-42-49,tpch-sf30,PRAGMA tpch(22);,0.48399996757507324,0.4779994487762451
2024-12-04T14-42-52,tpch-sf100,PRAGMA tpch(1);,2.5490000247955322,2.0929999351501465
2024-12-04T14-42-56,tpch-sf100,PRAGMA tpch(2);,1.2409992218017578,1.1730003356933594
2024-12-04T14-42-59,tpch-sf100,PRAGMA tpch(3);,2.5830016136169434,2.2259998321533203
2024-12-04T14-43-03,tpch-sf100,PRAGMA tpch(4);,2.2869961261749268,2.0730533599853516
2024-12-04T14-43-08,tpch-sf100,PRAGMA tpch(5);,3.076998472213745,2.5870001316070557
2024-12-04T14-43-13,tpch-sf100,PRAGMA tpch(6);,0.4259970188140869,0.43000125885009766
2024-12-04T14-43-14,tpch-sf100,PRAGMA tpch(7);,3.1579997539520264,3.1879982948303223
2024-12-04T14-43-21,tpch-sf100,PRAGMA tpch(8);,2.4359991550445557,2.1570000648498535
2024-12-04T14-43-25,tpch-sf100,PRAGMA tpch(9);,13.100999355316162,13.584000587463379
2024-12-04T14-43-52,tpch-sf100,PRAGMA tpch(10);,22.373997926712036,23.384000062942505
2024-12-04T14-44-38,tpch-sf100,PRAGMA tpch(11);,0.9490005970001221,0.8600001335144043
2024-12-04T14-44-39,tpch-sf100,PRAGMA tpch(12);,1.364999771118164,1.3499999046325684
2024-12-04T14-44-42,tpch-sf100,PRAGMA tpch(13);,40.987998962402344,40.46300005912781
2024-12-04T14-46-04,tpch-sf100,PRAGMA tpch(14);,3.609006881713867,3.4999988079071045
2024-12-04T14-46-11,tpch-sf100,PRAGMA tpch(15);,1.9529881477355957,1.994999647140503
2024-12-04T14-46-15,tpch-sf100,PRAGMA tpch(16);,4.4530189037323,4.4240148067474365
2024-12-04T14-46-24,tpch-sf100,PRAGMA tpch(17);,2.099999189376831,2.1090002059936523
2024-12-04T14-46-28,tpch-sf100,PRAGMA tpch(18);,23.310001611709595,24.31904149055481
2024-12-04T14-47-15,tpch-sf100,PRAGMA tpch(19);,3.3339993953704834,3.325000047683716
2024-12-04T14-47-22,tpch-sf100,PRAGMA tpch(20);,5.655993223190308,5.689000129699707
2024-12-04T14-47-33,tpch-sf100,PRAGMA tpch(21);,10.88699984550476,10.844001770019531
2024-12-04T14-47-55,tpch-sf100,PRAGMA tpch(22);,3.5089964866638184,3.522001028060913
