timestamp,db,sf,query,t_first,t_second
2024-12-07T14-23-28,duckdb_sf100.db,100,34,1.5019629001617432,1.4910151958465576
2024-12-07T14-23-31,duckdb_sf100.db,100,35,5.455998659133911,5.368000268936157
2024-12-07T14-23-42,duckdb_sf100.db,100,36,1.4429991245269775,1.4700000286102295
2024-12-07T14-23-45,duckdb_sf100.db,100,37,0.5670015811920166,0.4739999771118164
2024-12-07T14-23-46,duckdb_sf100.db,100,38,5.5340001583099365,5.924999237060547
2024-12-07T14-23-57,duckdb_sf100.db,100,39,4.17699933052063,4.057000637054443
2024-12-07T14-24-05,duckdb_sf100.db,100,40,1.2861459255218506,1.1609995365142822
2024-12-07T14-24-08,duckdb_sf100.db,100,41,0.30823373794555664,0.30700016021728516
2024-12-07T14-24-09,duckdb_sf100.db,100,42,0.3940000534057617,0.3940002918243408
2024-12-07T14-24-09,duckdb_sf100.db,100,43,1.0290000438690186,1.0269999504089355
2024-12-07T14-24-11,duckdb_sf100.db,100,44,1.0289995670318604,0.9730000495910645
2024-12-07T14-24-13,duckdb_sf100.db,100,45,0.9079990386962891,0.7790000438690186
2024-12-07T14-24-15,duckdb_sf100.db,100,46,2.2690160274505615,2.253999948501587
2024-12-07T14-24-20,duckdb_sf100.db,100,47,7.091999292373657,6.9173173904418945
2024-12-07T14-24-34,duckdb_sf100.db,100,48,1.5219993591308594,1.5179998874664307
2024-12-07T14-24-37,duckdb_sf100.db,100,49,1.4799985885620117,1.2790005207061768
2024-12-07T14-24-39,duckdb_sf100.db,100,50,1.7870137691497803,1.7639999389648438
2024-12-07T14-24-43,duckdb_sf100.db,100,51,35.44201445579529,34.920976638793945
2024-12-07T14-25-53,duckdb_sf100.db,100,52,0.5139985084533691,0.5079994201660156
2024-12-07T14-25-54,duckdb_sf100.db,100,53,0.8420004844665527,0.7949995994567871
2024-12-07T14-25-56,duckdb_sf100.db,100,54,1.6299996376037598,1.6450002193450928
2024-12-07T14-25-59,duckdb_sf100.db,100,55,0.5129997730255127,0.5139987468719482
2024-12-07T14-26-00,duckdb_sf100.db,100,56,1.4439995288848877,1.3859999179840088
2024-12-07T14-26-03,duckdb_sf100.db,100,57,4.280996084213257,4.377999782562256
2024-12-07T14-26-12,duckdb_sf100.db,100,58,1.1060001850128174,1.0859999656677246
2024-12-07T14-26-14,duckdb_sf100.db,100,59,3.533998727798462,3.347003698348999
2024-12-07T14-26-21,duckdb_sf100.db,100,60,1.576000690460205,1.5239980220794678
2024-12-07T14-26-24,duckdb_sf100.db,100,61,1.4870009422302246,1.4339966773986816
2024-12-07T14-26-27,duckdb_sf100.db,100,62,0.6219964027404785,0.6080000400543213
2024-12-07T14-26-28,duckdb_sf100.db,100,63,0.6640000343322754,0.6659984588623047
2024-12-07T14-26-29,duckdb_sf100.db,100,64,9.20699954032898,8.632000207901001
2024-12-07T14-26-47,duckdb_sf100.db,100,65,16.42599868774414,16.43399930000305
2024-12-07T14-27-20,duckdb_sf100.db,100,66,1.7890169620513916,1.7490134239196777
2024-12-07T14-27-24,duckdb_sf100.db,100,67,291.31715869903564,376.38862442970276
2024-12-07T14-38-31,duckdb_sf100.db,100,68,4.177000045776367,2.8179991245269775
2024-12-07T14-38-38,duckdb_sf100.db,100,69,1.5469985008239746,1.5249996185302734
2024-12-07T14-38-41,duckdb_sf100.db,100,70,2.1229987144470215,2.121999979019165
2024-12-07T14-38-46,duckdb_sf100.db,100,71,14.405998229980469,14.253998517990112
2024-12-07T14-39-14,duckdb_sf100.db,100,72,6.994997501373291,6.727997779846191
2024-12-07T14-39-28,duckdb_sf100.db,100,73,2.00600004196167,2.0
2024-12-07T14-39-32,duckdb_sf100.db,100,74,20.993999242782593,21.01099991798401
2024-12-07T14-40-14,duckdb_sf100.db,100,75,14.136997938156128,13.865000009536743
2024-12-07T14-40-42,duckdb_sf100.db,100,76,1.6419963836669922,1.5180001258850098
2024-12-07T14-40-45,duckdb_sf100.db,100,77,0.9249989986419678,0.8659999370574951
2024-12-07T14-40-47,duckdb_sf100.db,100,78,123.59499669075012,118.48500037193298
2024-12-07T14-44-49,duckdb_sf100.db,100,79,3.0159969329833984,3.001002073287964
2024-12-07T14-44-55,duckdb_sf100.db,100,80,7.078999280929565,7.121030330657959
2024-12-07T14-45-09,duckdb_sf100.db,100,81,7.660013437271118,7.568217992782593
2024-12-07T14-45-25,duckdb_sf100.db,100,82,2.301997661590576,2.2940001487731934
2024-12-07T14-45-29,duckdb_sf100.db,100,83,1.24299955368042,1.2531850337982178
2024-12-07T14-45-32,duckdb_sf100.db,100,84,2.0720152854919434,1.9930000305175781
2024-12-07T14-45-36,duckdb_sf100.db,100,85,3.1056132316589355,2.989015579223633
2024-12-07T14-45-42,duckdb_sf100.db,100,86,1.267002820968628,1.2160000801086426
2024-12-07T14-45-44,duckdb_sf100.db,100,87,12.511995315551758,12.359626531600952
2024-12-07T14-46-09,duckdb_sf100.db,100,88,2.980999708175659,2.9750006198883057
2024-12-07T14-46-15,duckdb_sf100.db,100,89,3.120997905731201,3.118000030517578
2024-12-07T14-46-21,duckdb_sf100.db,100,90,0.23199677467346191,0.2259988784790039
2024-12-07T14-46-22,duckdb_sf100.db,100,91,1.0789971351623535,0.9890000820159912
2024-12-07T14-46-24,duckdb_sf100.db,100,92,0.579998254776001,0.5279998779296875
2024-12-07T14-46-25,duckdb_sf100.db,100,93,5.511999607086182,5.502016544342041
2024-12-07T14-46-36,duckdb_sf100.db,100,94,0.9869990348815918,0.8470001220703125
2024-12-07T14-46-38,duckdb_sf100.db,100,95,16.892999172210693,16.78000044822693
2024-12-07T14-47-12,duckdb_sf100.db,100,96,0.29599833488464355,0.29400086402893066
2024-12-07T14-47-12,duckdb_sf100.db,100,97,18.40999937057495,18.352999687194824
2024-12-07T14-47-49,duckdb_sf100.db,100,98,18.63399887084961,19.51699924468994
2024-12-07T14-48-27,duckdb_sf100.db,100,99,1.0499989986419678,1.0429997444152832
